name,img,threeD,in: Max Height[ft],in: Average Tower Floorplate[sqft],in: Position Index,out: Plaza Analysis Area[sqft],out: Average Daylight Hours Equinox[hr],out: Facade Analysis Area[sqft],out: Area with View[sqft],out: Empire State[sqft],out: Central Park[sqft],out: East River[sqft],out: Daylight Evaluation Score[%]
0560,design_explorer_data/kpf/Images/0560.png,design_explorer_data/kpf/Json/0560.json,714.0,26400.0,1,42000.0,2.972228,510112.612581,193731.235823,47769.345819,93453.521781,76393.041132,88.608333
0561,design_explorer_data/kpf/Images/0561.png,design_explorer_data/kpf/Json/0561.json,742.0,25382.608696,1,42000.0,2.972228,519950.048813,203568.672055,50228.704877,98372.239898,84168.256228,89.568333
0562,design_explorer_data/kpf/Images/0562.png,design_explorer_data/kpf/Json/0562.json,770.0,24150.0,1,42000.0,2.972228,526418.273704,210036.896946,51845.7611,101606.352343,90127.284773,89.8175
0563,design_explorer_data/kpf/Images/0563.png,design_explorer_data/kpf/Json/0563.json,826.0,22453.846154,1,42000.0,2.972228,542918.016842,226536.640084,55970.696884,109856.223912,105182.94886,89.955833
0564,design_explorer_data/kpf/Images/0564.png,design_explorer_data/kpf/Json/0564.json,896.0,20336.842105,1,42000.0,2.972228,557252.282893,240870.906135,59554.263397,117023.356938,119495.151601,90.338333
0565,design_explorer_data/kpf/Images/0565.png,design_explorer_data/kpf/Json/0565.json,770.0,24450.0,1,42000.0,2.972228,529787.485046,214671.391517,52848.841047,103700.021533,95404.984076,89.261667
0566,design_explorer_data/kpf/Images/0566.png,design_explorer_data/kpf/Json/0566.json,798.0,23304.0,1,42000.0,2.972228,536255.709937,221139.616408,54465.89727,106934.133978,101229.82179,89.8775
0567,design_explorer_data/kpf/Images/0567.png,design_explorer_data/kpf/Json/0567.json,854.0,21733.333333,1,42000.0,2.972228,552755.453074,237639.359546,58590.833054,115184.005547,115129.325275,90.263333
0568,design_explorer_data/kpf/Images/0568.png,design_explorer_data/kpf/Json/0568.json,924.0,19749.152542,1,42000.0,2.972228,567089.719125,251973.625597,62174.399567,122351.138573,128607.482216,90.710833
0569,design_explorer_data/kpf/Images/0569.png,design_explorer_data/kpf/Json/0569.json,826.0,22246.153846,1,42000.0,2.972228,542723.934828,230537.716029,56257.01023,112579.575114,110392.542987,89.929167
0570,design_explorer_data/kpf/Images/0570.png,design_explorer_data/kpf/Json/0570.json,882.0,20807.142857,1,42000.0,2.972228,559223.677965,247037.459167,60381.946014,120829.446683,123522.070434,90.623333
0571,design_explorer_data/kpf/Images/0571.png,design_explorer_data/kpf/Json/0571.json,952.0,18963.934426,1,42000.0,2.972228,573557.944017,261371.725218,63965.512527,127996.579709,136181.697165,90.745833
0572,design_explorer_data/kpf/Images/0572.png,design_explorer_data/kpf/Json/0572.json,924.0,19627.118644,1,42000.0,2.972228,568729.023344,257684.606612,62949.579824,126539.20497,137168.355267,90.2525
0573,design_explorer_data/kpf/Images/0573.png,design_explorer_data/kpf/Json/0573.json,1008.0,17926.153846,1,42000.0,2.972228,590057.687154,279013.270421,68281.745776,137203.536874,153631.008723,90.190833
0574,design_explorer_data/kpf/Images/0574.png,design_explorer_data/kpf/Json/0574.json,1078.0,16525.714286,1,42000.0,2.972228,604391.953205,296989.547515,72080.288568,146207.19101,173786.70392,90.435
0575,design_explorer_data/kpf/Images/0575.png,design_explorer_data/kpf/Json/0575.json,784.0,23608.163265,1,42000.0,2.974113,531169.10671,223118.19802,54962.794689,107811.635736,101854.130018,90.228333
0576,design_explorer_data/kpf/Images/0576.png,design_explorer_data/kpf/Json/0576.json,826.0,22523.076923,1,42000.0,2.974113,546093.146169,238042.237479,58693.804553,115273.655465,113679.963529,90.560833
0577,design_explorer_data/kpf/Images/0577.png,design_explorer_data/kpf/Json/0577.json,882.0,21064.285714,1,42000.0,2.974113,562592.889306,254541.980616,62818.740338,123523.527034,126809.490976,90.771667
0578,design_explorer_data/kpf/Images/0578.png,design_explorer_data/kpf/Json/0578.json,952.0,19200.0,1,42000.0,2.974113,576927.155358,268876.246667,66402.306851,130690.66006,139469.117706,90.864167
0579,design_explorer_data/kpf/Images/0579.png,design_explorer_data/kpf/Json/0579.json,854.0,21533.333333,1,42000.0,2.974113,552561.37106,246165.765252,60310.860776,120188.440006,122117.46439,90.84
0580,design_explorer_data/kpf/Images/0580.png,design_explorer_data/kpf/Json/0580.json,910.0,20193.103448,1,42000.0,2.974113,569061.114198,262665.508389,64435.79656,128438.311574,135058.98487,91.2325
0581,design_explorer_data/kpf/Images/0581.png,design_explorer_data/kpf/Json/0581.json,980.0,18457.142857,1,42000.0,2.974113,583395.380249,276999.77444,68019.363073,135605.4446,146900.08139,91.243333
0582,design_explorer_data/kpf/Images/0582.png,design_explorer_data/kpf/Json/0582.json,952.0,19081.967213,1,42000.0,2.974113,578566.459577,272741.455665,66812.132905,133765.774067,148130.4799,91.273333
0583,design_explorer_data/kpf/Images/0583.png,design_explorer_data/kpf/Json/0583.json,1036.0,17480.597015,1,42000.0,2.974113,599895.123386,294070.119475,72144.298858,144430.105972,164163.180798,91.2975
0584,design_explorer_data/kpf/Images/0584.png,design_explorer_data/kpf/Json/0584.json,1106.0,16150.0,1,42000.0,2.974113,614229.389438,310994.788559,75727.86537,153001.221619,183484.830196,91.583333
0585,design_explorer_data/kpf/Images/0585.png,design_explorer_data/kpf/Json/0585.json,882.0,20614.285714,1,42000.0,3.021137,559029.595951,259364.216129,64016.597848,128033.195696,131525.010124,91.7875
0586,design_explorer_data/kpf/Images/0586.png,design_explorer_data/kpf/Json/0586.json,938.0,19380.0,1,42000.0,3.021137,575529.339089,275863.959266,68141.533632,136283.067264,144278.2245,92.14
0587,design_explorer_data/kpf/Images/0587.png,design_explorer_data/kpf/Json/0587.json,1008.0,17760.0,1,42000.0,3.021137,589863.60514,290198.225318,71725.100145,143450.20029,155495.079637,92.006667
0588,design_explorer_data/kpf/Images/0588.png,design_explorer_data/kpf/Json/0588.json,980.0,18342.857143,1,42000.0,3.021137,585034.684468,285558.209021,70517.869977,141226.738283,156774.929727,91.676667
0589,design_explorer_data/kpf/Images/0589.png,design_explorer_data/kpf/Json/0589.json,1064.0,16852.173913,1,42000.0,3.021137,606363.348277,306886.87283,75850.035929,151891.070187,172393.193657,92.2275
0590,design_explorer_data/kpf/Images/0590.png,design_explorer_data/kpf/Json/0590.json,1134.0,15600.0,1,42000.0,3.021137,620697.614329,322798.722878,79433.602442,160042.577004,190676.164703,92.296667
0591,design_explorer_data/kpf/Images/0591.png,design_explorer_data/kpf/Json/0591.json,1036.0,17373.134328,1,42000.0,3.099709,601534.427605,308724.945494,76938.37534,153876.750681,174859.943955,91.843333
0592,design_explorer_data/kpf/Images/0592.png,design_explorer_data/kpf/Json/0592.json,1106.0,16050.0,1,42000.0,3.099709,615868.693657,323059.211546,80521.941853,161043.883706,185610.643494,92.446667
0593,design_explorer_data/kpf/Images/0593.png,design_explorer_data/kpf/Json/0593.json,1190.0,14907.692308,1,42000.0,3.099709,637197.357466,344582.164182,85854.107805,171902.504438,206448.158498,92.291667
0594,design_explorer_data/kpf/Images/0594.png,design_explorer_data/kpf/Json/0594.json,1274.0,13885.714286,1,42000.0,3.123518,657666.116162,377271.29761,93551.012822,187868.837225,233877.532055,92.661667
0595,design_explorer_data/kpf/Images/0595.png,design_explorer_data/kpf/Json/0595.json,812.0,22800.0,1,45150.0,3.158736,541006.542943,240029.827155,59190.701973,116267.450303,114537.851869,92.253333
0596,design_explorer_data/kpf/Images/0596.png,design_explorer_data/kpf/Json/0596.json,840.0,21781.132075,1,45150.0,3.158736,547474.767834,246498.052046,60807.758195,119501.562749,119849.579804,93.196667
0597,design_explorer_data/kpf/Images/0597.png,design_explorer_data/kpf/Json/0597.json,896.0,20400.0,1,45150.0,3.158736,563974.510971,262997.795183,64932.69398,127751.434318,132788.108922,93.3175
0598,design_explorer_data/kpf/Images/0598.png,design_explorer_data/kpf/Json/0598.json,966.0,18619.354839,1,45150.0,3.158736,578308.777023,277332.061235,68516.260492,134918.567343,145038.470547,93.4675
0599,design_explorer_data/kpf/Images/0599.png,design_explorer_data/kpf/Json/0599.json,882.0,20871.428571,1,45150.0,3.158736,562398.807293,262350.361964,64538.76806,127904.537544,134117.643898,93.535833
0600,design_explorer_data/kpf/Images/0600.png,design_explorer_data/kpf/Json/0600.json,938.0,19620.0,1,45150.0,3.158736,578898.55043,278850.105102,68663.703844,136154.409113,146870.858275,93.908333
0601,design_explorer_data/kpf/Images/0601.png,design_explorer_data/kpf/Json/0601.json,1008.0,17981.538462,1,45150.0,3.158736,593232.816481,293184.371153,72247.270357,143321.542139,158087.713411,93.753333
0602,design_explorer_data/kpf/Images/0602.png,design_explorer_data/kpf/Json/0602.json,980.0,18571.428571,1,45150.0,3.158736,588403.895809,288544.354856,71040.040189,141098.080131,159367.563501,93.319167
0603,design_explorer_data/kpf/Images/0603.png,design_explorer_data/kpf/Json/0603.json,1064.0,17060.869565,1,45150.0,3.158736,609732.559619,309873.018666,76372.206141,151762.412036,174985.827431,93.881667
0604,design_explorer_data/kpf/Images/0604.png,design_explorer_data/kpf/Json/0604.json,1134.0,15794.594595,1,45150.0,3.158736,624066.82567,325784.868714,79955.772654,159913.918852,193268.798478,93.925
0605,design_explorer_data/kpf/Images/0605.png,design_explorer_data/kpf/Json/0605.json,910.0,20006.896552,1,45150.0,3.186607,568867.032184,275264.122399,67896.391657,135792.783314,143545.122585,94.030833
0606,design_explorer_data/kpf/Images/0606.png,design_explorer_data/kpf/Json/0606.json,966.0,18851.612903,1,45150.0,3.186607,585366.775321,291763.865536,72021.327441,144042.654882,155915.742031,94.339167
0607,design_explorer_data/kpf/Images/0607.png,design_explorer_data/kpf/Json/0607.json,1036.0,17319.402985,1,45150.0,3.186607,599701.041372,306098.131588,75604.893954,151209.787908,166702.644611,94.63
0608,design_explorer_data/kpf/Images/0608.png,design_explorer_data/kpf/Json/0608.json,1008.0,17870.769231,1,45150.0,3.186607,594872.1207,301267.416098,74397.663786,148793.831891,168031.647145,94.106667
0609,design_explorer_data/kpf/Images/0609.png,design_explorer_data/kpf/Json/0609.json,1092.0,16461.971831,1,45150.0,3.186607,616200.78451,322596.079908,79729.829738,159458.163796,184028.145003,94.786667
0610,design_explorer_data/kpf/Images/0610.png,design_explorer_data/kpf/Json/0610.json,1162.0,15268.421053,1,45150.0,3.186607,630535.050561,337712.673129,83313.396251,167213.335164,200674.055629,94.7575
0611,design_explorer_data/kpf/Images/0611.png,design_explorer_data/kpf/Json/0611.json,1064.0,16956.521739,1,45150.0,3.228689,611371.863838,323482.451426,80435.574219,160871.148439,186120.251008,94.379167
0612,design_explorer_data/kpf/Images/0612.png,design_explorer_data/kpf/Json/0612.json,1134.0,15697.297297,1,45150.0,3.228689,625706.129889,337816.717478,84019.140732,168038.281465,196870.950546,94.680833
0613,design_explorer_data/kpf/Images/0613.png,design_explorer_data/kpf/Json/0613.json,1218.0,14610.0,1,45150.0,3.228689,647034.793699,359145.381287,89351.306685,178702.61337,216853.732299,94.743333
0614,design_explorer_data/kpf/Images/0614.png,design_explorer_data/kpf/Json/0614.json,1302.0,13632.55814,1,45150.0,3.240963,667503.552394,390308.993313,96618.259144,194003.329869,243847.981436,94.9725
0615,design_explorer_data/kpf/Images/0615.png,design_explorer_data/kpf/Json/0615.json,952.0,19200.0,1,49500.0,3.554468,583094.844693,298162.154218,73716.08237,147432.16474,160623.463691,97.191667
0616,design_explorer_data/kpf/Images/0616.png,design_explorer_data/kpf/Json/0616.json,994.0,18131.25,1,49500.0,3.554468,591835.000212,306902.309738,75901.12125,151802.2425,167177.982058,97.169167
0617,design_explorer_data/kpf/Images/0617.png,design_explorer_data/kpf/Json/0617.json,1064.0,16695.652174,1,49500.0,3.554468,606169.266264,321236.575789,79484.687763,158969.375526,177550.447669,97.7175
0618,design_explorer_data/kpf/Images/0618.png,design_explorer_data/kpf/Json/0618.json,1036.0,17211.940299,1,49500.0,3.554468,601340.345591,316407.355981,78277.457595,156554.616054,178525.406814,97.208333
0619,design_explorer_data/kpf/Images/0619.png,design_explorer_data/kpf/Json/0619.json,1120.0,15895.890411,1,49500.0,3.554468,622669.009401,337736.01979,83609.623547,167218.947958,194521.904672,97.755833
0620,design_explorer_data/kpf/Images/0620.png,design_explorer_data/kpf/Json/0620.json,1190.0,14769.230769,1,49500.0,3.554468,637003.275452,352264.574668,87193.19006,174580.369811,210113.621357,97.5225
0621,design_explorer_data/kpf/Images/0621.png,design_explorer_data/kpf/Json/0621.json,1092.0,16360.56338,1,49500.0,3.571977,617840.088729,337477.897017,83932.773098,167865.546197,196618.497719,97.5225
0622,design_explorer_data/kpf/Images/0622.png,design_explorer_data/kpf/Json/0622.json,1162.0,15173.684211,1,49500.0,3.571977,632174.35478,351812.163068,87516.339611,175032.679223,207369.197258,97.854167
0623,design_explorer_data/kpf/Images/0623.png,design_explorer_data/kpf/Json/0623.json,1246.0,14151.219512,1,49500.0,3.571977,653503.01859,373140.826878,92848.505564,185697.011128,226502.417623,97.825833
0624,design_explorer_data/kpf/Images/0624.png,design_explorer_data/kpf/Json/0624.json,1330.0,13227.272727,1,49500.0,3.575933,673971.777285,402589.800538,99685.505466,200137.822513,253061.542339,98.1925
0625,design_explorer_data/kpf/Images/0625.png,design_explorer_data/kpf/Json/0625.json,1148.0,15600.0,1,52775.0,3.899976,634339.831866,364680.12756,90927.170857,181854.341714,216826.330505,98.945833
0626,design_explorer_data/kpf/Images/0626.png,design_explorer_data/kpf/Json/0626.json,1218.0,14520.0,1,52775.0,3.899976,648674.097917,379014.393612,94510.73737,189021.474739,227577.030043,99.295
0627,design_explorer_data/kpf/Images/0627.png,design_explorer_data/kpf/Json/0627.json,1288.0,13567.058824,1,52775.0,3.899976,663008.363969,393348.659663,98094.303882,196188.607765,240236.656774,99.5925
0628,design_explorer_data/kpf/Images/0628.png,design_explorer_data/kpf/Json/0628.json,1386.0,12743.478261,1,52775.0,3.900055,690471.520423,426569.972835,105819.99811,212606.26849,270707.761303,99.838333
0629,design_explorer_data/kpf/Images/0629.png,design_explorer_data/kpf/Json/0629.json,1456.0,12000.0,1,56850.0,4.014007,704805.786474,457019.701983,113488.113915,227743.039411,293688.835334,101.340833
0630,design_explorer_data/kpf/Images/0630.png,design_explorer_data/kpf/Json/0630.json,644.0,30000.0,0,37775.0,3.034751,488039.896373,154585.534575,38797.938089,73958.569483,52538.874496,84.3175
0631,design_explorer_data/kpf/Images/0631.png,design_explorer_data/kpf/Json/0631.json,658.0,29010.0,0,37775.0,3.034751,491133.204294,157728.889289,39571.26507,75555.270236,53976.00775,85.5525
0632,design_explorer_data/kpf/Images/0632.png,design_explorer_data/kpf/Json/0632.json,686.0,27771.428571,0,37775.0,3.034751,500970.640526,167555.858691,42030.624128,80463.521522,59667.21093,86.501667
0633,design_explorer_data/kpf/Images/0633.png,design_explorer_data/kpf/Json/0633.json,714.0,26318.181818,0,37775.0,3.034751,507438.865418,174016.835235,43647.680351,83690.385621,66465.71769,87.2175
0634,design_explorer_data/kpf/Images/0634.png,design_explorer_data/kpf/Json/0634.json,770.0,24300.0,0,37775.0,3.034751,523938.608555,190709.670654,47772.616135,92133.349471,82472.783787,87.105833
0635,design_explorer_data/kpf/Images/0635.png,design_explorer_data/kpf/Json/0635.json,840.0,21849.056604,0,37775.0,3.034751,538272.874606,205051.6945,51356.182648,99308.240291,95795.096908,86.968333
0636,design_explorer_data/kpf/Images/0636.png,design_explorer_data/kpf/Json/0636.json,672.0,28068.292683,0,37775.0,3.034751,494226.512215,165836.989849,40945.153559,79855.184054,58685.036756,86.0275
0637,design_explorer_data/kpf/Images/0637.png,design_explorer_data/kpf/Json/0637.json,700.0,26902.325581,0,37775.0,3.034751,504063.948448,175671.809374,43404.512617,84771.285462,64215.462825,86.9575
0638,design_explorer_data/kpf/Images/0638.png,design_explorer_data/kpf/Json/0638.json,728.0,25520.0,0,37775.0,3.034751,510532.173339,182138.222179,45021.56884,88003.585821,72391.830371,87.280833
0639,design_explorer_data/kpf/Images/0639.png,design_explorer_data/kpf/Json/0639.json,784.0,23608.163265,0,37775.0,3.034751,527031.916476,198637.66618,49146.504624,96253.158254,88404.280919,87.336667
0640,design_explorer_data/kpf/Images/0640.png,design_explorer_data/kpf/Json/0640.json,854.0,21266.666667,0,37775.0,3.034751,541366.182527,213166.221058,52730.071137,103614.580106,101296.641483,87.7625
0641,design_explorer_data/kpf/Images/0641.png,design_explorer_data/kpf/Json/0641.json,728.0,25840.0,0,37775.0,3.035523,513901.38468,189571.999481,46506.980121,92861.3626,73841.502028,87.278333
0642,design_explorer_data/kpf/Images/0642.png,design_explorer_data/kpf/Json/0642.json,756.0,24561.702128,0,37775.0,3.035523,520369.609571,196040.224372,48124.036344,96095.475046,82469.271986,87.385833
0643,design_explorer_data/kpf/Images/0643.png,design_explorer_data/kpf/Json/0643.json,812.0,22800.0,0,37775.0,3.035523,536869.352708,212539.967509,52248.972128,104345.346615,97909.924093,87.828333
0644,design_explorer_data/kpf/Images/0644.png,design_explorer_data/kpf/Json/0644.json,882.0,20614.285714,0,37775.0,3.035523,551203.61876,226874.233561,55832.538641,111512.47964,110139.254302,88.134167
0645,design_explorer_data/kpf/Images/0645.png,design_explorer_data/kpf/Json/0645.json,784.0,23387.755102,0,37775.0,3.035634,526837.834462,204303.475656,50437.319516,100518.991267,91951.113272,87.606667
0646,design_explorer_data/kpf/Images/0646.png,design_explorer_data/kpf/Json/0646.json,840.0,21781.132076,0,37775.0,3.035634,543337.5776,220803.218794,54562.255301,108768.862836,106625.079838,87.9725
0647,design_explorer_data/kpf/Images/0647.png,design_explorer_data/kpf/Json/0647.json,910.0,19758.62069,0,37775.0,3.035634,557671.843651,235137.484845,58145.821813,115935.995861,118390.84038,88.198333
0648,design_explorer_data/kpf/Images/0648.png,design_explorer_data/kpf/Json/0648.json,882.0,20485.714286,0,37775.0,3.035634,552842.922979,234918.848046,57703.781505,115827.275734,121034.460578,87.914167
0649,design_explorer_data/kpf/Images/0649.png,design_explorer_data/kpf/Json/0649.json,966.0,18619.354839,0,37775.0,3.035634,574171.586788,256247.511855,63035.947457,126491.607639,137175.770599,87.8375
0650,design_explorer_data/kpf/Images/0650.png,design_explorer_data/kpf/Json/0650.json,1036.0,17104.477612,0,37775.0,3.035634,588505.85284,278067.846613,67479.419084,138450.969078,156486.732306,87.6075
0651,design_explorer_data/kpf/Images/0651.png,design_explorer_data/kpf/Json/0651.json,700.0,27237.209302,0,37775.0,3.034972,507019.304659,183874.069225,45494.615066,89093.621171,67483.679014,86.955833
0652,design_explorer_data/kpf/Images/0652.png,design_explorer_data/kpf/Json/0652.json,728.0,26160.0,0,37775.0,3.034972,516856.740891,193711.505457,47953.974124,94012.339287,75380.420607,87.7675
0653,design_explorer_data/kpf/Images/0653.png,design_explorer_data/kpf/Json/0653.json,756.0,24868.085106,0,37775.0,3.034972,523324.965782,200179.730348,49571.030347,97246.451733,84008.190565,87.463333
0654,design_explorer_data/kpf/Images/0654.png,design_explorer_data/kpf/Json/0654.json,812.0,23082.352941,0,37775.0,3.034972,539824.70892,216679.473486,53695.966131,105496.323301,99448.842672,88.165
0655,design_explorer_data/kpf/Images/0655.png,design_explorer_data/kpf/Json/0655.json,882.0,20871.428571,0,37775.0,3.034972,554158.974971,231013.739537,57279.532644,112663.456327,111678.17288,88.325833
0656,design_explorer_data/kpf/Images/0656.png,design_explorer_data/kpf/Json/0656.json,756.0,25174.468085,0,37775.0,3.034972,526694.177124,206254.827565,50734.887405,101409.590533,86011.831859,87.455
0657,design_explorer_data/kpf/Images/0657.png,design_explorer_data/kpf/Json/0657.json,784.0,23975.510204,0,37775.0,3.034972,533162.402015,212723.052456,52351.943628,104643.702978,93549.959227,88.27
0658,design_explorer_data/kpf/Images/0658.png,design_explorer_data/kpf/Json/0658.json,840.0,22324.528302,0,37775.0,3.034972,549662.145152,229222.795593,56476.879412,112893.574547,108223.925793,88.619167
0659,design_explorer_data/kpf/Images/0659.png,design_explorer_data/kpf/Json/0659.json,910.0,20255.172414,0,37775.0,3.034972,563996.411203,243557.061645,60060.445925,120060.707573,119989.686335,88.835833
0660,design_explorer_data/kpf/Images/0660.png,design_explorer_data/kpf/Json/0660.json,812.0,22870.588235,0,37775.0,3.034972,539630.626906,220322.69435,54317.113325,108726.354071,103642.762971,88.056667
0661,design_explorer_data/kpf/Images/0661.png,design_explorer_data/kpf/Json/0661.json,868.0,21360.0,0,37775.0,3.034972,556130.370043,236822.437488,58442.04911,116976.22564,117546.753498,88.630833
0662,design_explorer_data/kpf/Images/0662.png,design_explorer_data/kpf/Json/0662.json,938.0,19440.0,0,37775.0,3.034972,570464.636094,251156.703539,62025.615622,124143.358666,128877.38962,88.675
0663,design_explorer_data/kpf/Images/0663.png,design_explorer_data/kpf/Json/0663.json,910.0,20131.034483,0,37775.0,3.034972,565635.715422,249595.394851,61200.980384,123458.951327,131576.53067,88.556667
0664,design_explorer_data/kpf/Images/0664.png,design_explorer_data/kpf/Json/0664.json,994.0,18356.25,0,37775.0,3.034972,586964.379232,270924.058661,66533.146337,134123.283231,147287.888133,88.581667
0665,design_explorer_data/kpf/Images/0665.png,design_explorer_data/kpf/Json/0665.json,1064.0,16904.347826,0,37775.0,3.034972,601298.645283,291078.887751,70546.665406,145261.528529,165754.460316,88.620833
0666,design_explorer_data/kpf/Images/0666.png,design_explorer_data/kpf/Json/0666.json,770.0,24300.0,0,37775.0,3.088689,528075.798788,213509.317829,52848.841047,105697.682094,91092.184204,88.185
0667,design_explorer_data/kpf/Images/0667.png,design_explorer_data/kpf/Json/0667.json,812.0,23152.941176,0,37775.0,3.088689,542999.838247,228433.357288,56579.850911,113159.701823,103862.596955,88.471667
0668,design_explorer_data/kpf/Images/0668.png,design_explorer_data/kpf/Json/0668.json,868.0,21621.818182,0,37775.0,3.088689,559499.581384,244933.100425,60704.786696,121409.573392,117766.587482,89.035833
0669,design_explorer_data/kpf/Images/0669.png,design_explorer_data/kpf/Json/0669.json,938.0,19680.0,0,37775.0,3.088689,573833.847436,259267.366476,64288.353209,128576.706417,129097.223604,89.07
0670,design_explorer_data/kpf/Images/0670.png,design_explorer_data/kpf/Json/0670.json,840.0,22120.754717,0,37775.0,3.088689,549468.063138,235751.932913,58196.907134,117285.842995,114392.306418,88.8275
0671,design_explorer_data/kpf/Images/0671.png,design_explorer_data/kpf/Json/0671.json,896.0,20715.789474,0,37775.0,3.088689,565967.806276,252251.67605,62321.842918,125535.714564,127526.320908,89.086667
0672,design_explorer_data/kpf/Images/0672.png,design_explorer_data/kpf/Json/0672.json,966.0,18909.677419,0,37775.0,3.088689,580302.072327,266585.942102,65905.409431,132702.84759,138421.832609,89.238333
0673,design_explorer_data/kpf/Images/0673.png,design_explorer_data/kpf/Json/0673.json,938.0,19560.0,0,37775.0,3.088689,575473.151655,263487.373562,64698.179263,131248.464212,141176.195375,89.358333
0674,design_explorer_data/kpf/Images/0674.png,design_explorer_data/kpf/Json/0674.json,1022.0,17890.909091,0,37775.0,3.088689,596801.815464,284816.037372,70030.345216,141912.796117,156457.600281,89.196667
0675,design_explorer_data/kpf/Images/0675.png,design_explorer_data/kpf/Json/0675.json,1092.0,16512.676056,0,37775.0,3.088689,611136.081516,303310.532659,73613.911729,152040.808309,174274.071765,89.365
0676,design_explorer_data/kpf/Images/0676.png,design_explorer_data/kpf/Json/0676.json,868.0,21163.636364,0,37775.0,3.178806,555936.288029,247724.834702,62076.700943,123765.422506,123765.422506,88.995833
0677,design_explorer_data/kpf/Images/0677.png,design_explorer_data/kpf/Json/0677.json,924.0,19871.186441,0,37775.0,3.178806,572436.031167,264224.577839,66201.636727,132015.294074,136322.852374,89.400833
0678,design_explorer_data/kpf/Images/0678.png,design_explorer_data/kpf/Json/0678.json,994.0,18187.5,0,37775.0,3.178806,586770.297218,278558.84389,69785.20324,139182.4271,146788.411519,89.3275
0679,design_explorer_data/kpf/Images/0679.png,design_explorer_data/kpf/Json/0679.json,966.0,18793.548387,0,37775.0,3.178806,581941.376546,274886.08382,68577.973072,137539.139347,149398.834447,89.1875
0680,design_explorer_data/kpf/Images/0680.png,design_explorer_data/kpf/Json/0680.json,1050.0,17241.176471,0,37775.0,3.178806,603270.040355,296214.74763,73910.139025,148203.471252,164641.450381,89.486667
0681,design_explorer_data/kpf/Images/0681.png,design_explorer_data/kpf/Json/0681.json,1120.0,15945.205479,0,37775.0,3.178806,617604.306407,313300.088432,77493.705537,157520.711028,181038.423654,89.4575
0682,design_explorer_data/kpf/Images/0682.png,design_explorer_data/kpf/Json/0682.json,1022.0,17781.818182,0,37775.0,3.208478,598441.119683,301536.258909,75189.7759,150573.840628,170391.300943,89.005
0683,design_explorer_data/kpf/Images/0683.png,design_explorer_data/kpf/Json/0683.json,1092.0,16411.267606,0,37775.0,3.208478,612775.385734,315870.52496,78773.342413,157740.973654,181142.000481,89.423333
0684,design_explorer_data/kpf/Images/0684.png,design_explorer_data/kpf/Json/0684.json,1176.0,15225.974026,0,37775.0,3.208478,634104.049544,337782.05525,84105.508366,168988.172038,199710.111922,89.410833
0685,design_explorer_data/kpf/Images/0685.png,design_explorer_data/kpf/Json/0685.json,1260.0,14168.674699,0,37775.0,3.208478,654572.808239,372670.428126,92017.389661,187293.728539,226784.524935,89.738333
0686,design_explorer_data/kpf/Images/0686.png,design_explorer_data/kpf/Json/0686.json,714.0,26400.0,0,42000.0,3.120145,510112.61258,192972.992238,47769.345819,93643.082677,72980.945002,90.580833
0687,design_explorer_data/kpf/Images/0687.png,design_explorer_data/kpf/Json/0687.json,742.0,25382.608696,0,42000.0,3.120145,519950.048812,202810.42847,50228.704877,98561.800794,81877.825228,91.208333
0688,design_explorer_data/kpf/Images/0688.png,design_explorer_data/kpf/Json/0688.json,770.0,24150.0,0,42000.0,3.120145,526418.273703,209278.653361,51845.7611,101795.913239,90153.857539,91.148333
0689,design_explorer_data/kpf/Images/0689.png,design_explorer_data/kpf/Json/0689.json,826.0,22453.846154,0,42000.0,3.120145,542918.016841,225778.396499,55970.696884,110045.784808,105211.316443,91.858333
0690,design_explorer_data/kpf/Images/0690.png,design_explorer_data/kpf/Json/0690.json,896.0,20336.842105,0,42000.0,3.120145,557252.282892,240112.66255,59554.263397,117212.917833,117207.568853,91.933333
0691,design_explorer_data/kpf/Images/0691.png,design_explorer_data/kpf/Json/0691.json,770.0,24450.0,0,42000.0,3.120145,529787.485045,214863.569121,52848.841047,105611.33074,92532.78685,91.125833
0692,design_explorer_data/kpf/Images/0692.png,design_explorer_data/kpf/Json/0692.json,798.0,23304.0,0,42000.0,3.120145,536255.709936,221331.794012,54465.89727,108845.443185,99516.126446,91.586667
0693,design_explorer_data/kpf/Images/0693.png,design_explorer_data/kpf/Json/0693.json,854.0,21733.333333,0,42000.0,3.120145,552755.453073,237831.537149,58590.833054,117095.314754,113805.104993,92.164167
0694,design_explorer_data/kpf/Images/0694.png,design_explorer_data/kpf/Json/0694.json,924.0,19749.152542,0,42000.0,3.120145,567089.719124,252165.803201,62174.399567,124262.44778,125353.303325,92.4875
0695,design_explorer_data/kpf/Images/0695.png,design_explorer_data/kpf/Json/0695.json,826.0,22246.153846,0,42000.0,3.120145,542723.934827,228791.808815,56257.01023,112949.839318,109828.289093,91.699167
0696,design_explorer_data/kpf/Images/0696.png,design_explorer_data/kpf/Json/0696.json,882.0,20807.142857,0,42000.0,3.120145,559223.677964,245291.551952,60381.946014,121199.710886,123347.291602,92.284167
0697,design_explorer_data/kpf/Images/0697.png,design_explorer_data/kpf/Json/0697.json,952.0,18963.934426,0,42000.0,3.120145,573557.944016,259625.818003,63965.512527,128366.843912,134460.365514,92.1925
