name,img,threeD,in: Max Height,in: Average Tower Floorplate,in: Position Index,out: Plaza Analysis Area,out: Average Daylight Hours Equinox,out: Facade Analysis Area,out: Area with View,out: Empire State,out: Central Park,out: East River,out: Daylight Evaluation Score
0386,design_explorer_data/kpf/Images/0386.png,design_explorer_data/kpf/Json/0386.json,728.0,25520.0,2,38650.0,4.081724,510532.173339,192795.596249,48054.543178,97207.031214,68290.918735,89.755833
0387,design_explorer_data/kpf/Images/0387.png,design_explorer_data/kpf/Json/0387.json,784.0,23608.163265,2,38650.0,4.081724,527031.916476,209295.339386,52179.478962,105456.902782,83910.90286,89.745
0388,design_explorer_data/kpf/Images/0388.png,design_explorer_data/kpf/Json/0388.json,854.0,21266.666667,2,38650.0,4.081724,541366.182527,223629.605438,55763.045475,112624.035808,98950.784244,90.095833
0389,design_explorer_data/kpf/Images/0389.png,design_explorer_data/kpf/Json/0389.json,728.0,25840.0,2,38650.0,4.081724,513901.38468,197480.966208,49581.821782,99090.205845,70909.363019,89.7875
0390,design_explorer_data/kpf/Images/0390.png,design_explorer_data/kpf/Json/0390.json,756.0,24561.702128,2,38650.0,4.081724,520369.609571,203949.191099,51198.878005,102324.318291,78166.520538,89.9425
0391,design_explorer_data/kpf/Images/0391.png,design_explorer_data/kpf/Json/0391.json,812.0,22800.0,2,38650.0,4.081724,536869.352708,220448.934237,55323.813789,110574.18986,93797.273564,90.300833
0392,design_explorer_data/kpf/Images/0392.png,design_explorer_data/kpf/Json/0392.json,882.0,20614.285714,2,38650.0,4.081724,551203.61876,234783.200288,58907.380302,117741.322885,107977.249834,90.6775
0393,design_explorer_data/kpf/Images/0393.png,design_explorer_data/kpf/Json/0393.json,784.0,23387.755102,2,38650.0,4.081724,526837.834462,212281.301676,52765.195802,107567.283353,86672.977111,90.106667
0394,design_explorer_data/kpf/Images/0394.png,design_explorer_data/kpf/Json/0394.json,840.0,21781.132075,2,38650.0,4.081724,543337.577599,228781.044813,56890.131586,115817.154922,102507.591322,90.540833
0395,design_explorer_data/kpf/Images/0395.png,design_explorer_data/kpf/Json/0395.json,910.0,19758.62069,2,38650.0,4.081724,557671.843651,243115.310865,60473.698099,122984.287948,115835.420272,90.799167
0396,design_explorer_data/kpf/Images/0396.png,design_explorer_data/kpf/Json/0396.json,882.0,20485.714286,2,38650.0,4.081724,552842.922978,240382.286494,59258.092118,120552.477714,117304.054034,90.596667
0397,design_explorer_data/kpf/Images/0397.png,design_explorer_data/kpf/Json/0397.json,966.0,18619.354839,2,38650.0,4.081724,574171.586788,261710.950303,64590.25807,131216.809618,134398.706668,90.710833
0398,design_explorer_data/kpf/Images/0398.png,design_explorer_data/kpf/Json/0398.json,1036.0,17104.477612,2,38650.0,4.081724,588505.852839,279824.281766,69013.042245,140067.549832,154326.151965,90.3975
0399,design_explorer_data/kpf/Images/0399.png,design_explorer_data/kpf/Json/0399.json,700.0,27237.209302,2,38650.0,4.082371,507019.304659,194299.918511,48527.589404,97813.422392,66156.752742,89.31
0400,design_explorer_data/kpf/Images/0400.png,design_explorer_data/kpf/Json/0400.json,728.0,26160.0,2,38650.0,4.082371,516856.740891,204137.354743,50986.948462,102732.140508,72518.690211,89.9925
0401,design_explorer_data/kpf/Images/0401.png,design_explorer_data/kpf/Json/0401.json,756.0,24868.085106,2,38650.0,4.082371,523324.965782,210605.579634,52604.004684,105966.252953,79775.84773,89.701667
0402,design_explorer_data/kpf/Images/0402.png,design_explorer_data/kpf/Json/0402.json,812.0,23082.352941,2,38650.0,4.082371,539824.708919,227105.322771,56728.940469,114216.124522,95406.600757,90.351667
0403,design_explorer_data/kpf/Images/0403.png,design_explorer_data/kpf/Json/0403.json,882.0,20871.428571,2,38650.0,4.082371,554158.974971,241439.588823,60312.506982,121383.257548,109586.577026,90.6725
0404,design_explorer_data/kpf/Images/0404.png,design_explorer_data/kpf/Json/0404.json,756.0,25174.468085,2,38650.0,4.082371,526694.177123,214289.653017,53788.795404,107153.984985,82750.04601,89.601667
0405,design_explorer_data/kpf/Images/0405.png,design_explorer_data/kpf/Json/0405.json,784.0,23975.510204,2,38650.0,4.082371,533162.402015,220757.877908,55405.851627,110388.097431,89680.835094,90.350833
0406,design_explorer_data/kpf/Images/0406.png,design_explorer_data/kpf/Json/0406.json,840.0,22324.528302,2,38650.0,4.082371,549662.145152,237257.621045,59530.787411,118637.969,105515.449304,90.720833
0407,design_explorer_data/kpf/Images/0407.png,design_explorer_data/kpf/Json/0407.json,910.0,20255.172414,2,38650.0,4.082371,563996.411203,251591.887097,63114.353924,125805.102025,118843.278254,90.934167
0408,design_explorer_data/kpf/Images/0408.png,design_explorer_data/kpf/Json/0408.json,812.0,22870.588235,2,38650.0,4.082371,539630.626906,228408.258228,56997.538637,114898.593811,98995.867988,90.125833
0409,design_explorer_data/kpf/Images/0409.png,design_explorer_data/kpf/Json/0409.json,868.0,21360.0,2,38650.0,4.082371,556130.370043,244908.001365,61122.474421,123148.46538,114450.878631,90.75
0410,design_explorer_data/kpf/Images/0410.png,design_explorer_data/kpf/Json/0410.json,938.0,19440.0,2,38650.0,4.082371,570464.636094,259242.267417,64706.040934,130315.598405,126939.489919,90.805
0411,design_explorer_data/kpf/Images/0411.png,design_explorer_data/kpf/Json/0411.json,910.0,20131.034483,2,38650.0,4.082371,565635.715422,255357.868622,63494.622859,127112.615588,128477.365305,90.938333
0412,design_explorer_data/kpf/Images/0412.png,design_explorer_data/kpf/Json/0412.json,994.0,18356.25,2,38650.0,4.082371,586964.379232,276686.532432,68826.788812,137776.947493,145331.182345,90.774167
0413,design_explorer_data/kpf/Images/0413.png,design_explorer_data/kpf/Json/0413.json,1064.0,16904.347826,2,38650.0,4.082371,601298.645283,294116.146087,72829.964156,146778.015697,164225.121153,91.09
